base_topology,optimization_level,sweep_members,identity_median,named_control_median,sweep_min,sweep_q25,sweep_median,sweep_q75,sweep_max,sweep_geometric_mean,spread_ratio,identity_rank,identity_percentile
cairo_heavy_hex_27,0,24,4.28219696969697,6.821052631578947,5.369318181818182,5.806370864398882,6.116883116883117,6.377443510086173,7.0625,6.108332744573686,1.3153439153439155,0,0.0
cairo_heavy_hex_27,1,24,2.5925480769230766,2.5,2.2142857142857144,2.455189172240803,2.5,2.50752508361204,2.720779220779221,2.4767936836014712,1.2287390029325513,20,83.33333333333333
cairo_heavy_hex_27,3,24,2.174242424242424,2.125,1.93368700265252,2.0436988712850783,2.125,2.125,2.2788461538461537,2.0974209816941163,1.1784979423868311,23,95.83333333333333
line_27,0,24,3.903940886699507,12.954545454545453,8.610714285714286,10.236300505050504,10.570238095238096,11.467633928571429,13.539583333333333,10.709829783720137,1.572411171021706,0,0.0
line_27,1,24,2.8567101584342964,2.911111111111111,2.833333333333333,2.9049549549549547,2.947318007662835,2.9589352283317805,2.9944444444444445,2.932602934605674,1.0568627450980392,2,8.333333333333334
line_27,3,24,1.9913793103448276,2.2406692406692406,2.0,2.2016363022941974,2.232142857142857,2.262764611902543,2.3095238095238093,2.2266616179843033,1.1547619047619047,0,0.0
