base_topology,labeling_id,circuit_family,logical_qubits,optimization_level,transpiler_seed,output_two_qubit_depth,baseline_two_qubit_depth,two_qubit_depth_penalty
line_27,r06,ghz_star,8,1,33,22,7,3.142857142857143
line_27,r06,ghz_star,8,1,44,22,7,3.142857142857143
line_27,r06,ghz_star,8,1,55,22,7,3.142857142857143
line_27,r06,ghz_star,8,3,11,16,7,2.2857142857142856
line_27,r06,ghz_star,8,3,22,12,7,1.7142857142857142
line_27,r06,ghz_star,8,3,33,18,7,2.5714285714285716
line_27,r06,ghz_star,8,3,44,16,7,2.2857142857142856
line_27,r06,ghz_star,8,3,55,12,7,1.7142857142857142
line_27,r06,ghz_star,12,0,11,172,11,15.636363636363637
line_27,r06,ghz_star,12,0,22,242,11,22.0
line_27,r06,ghz_star,12,0,33,209,11,19.0
line_27,r06,ghz_star,12,0,44,200,11,18.181818181818183
line_27,r06,ghz_star,12,0,55,184,11,16.727272727272727
line_27,r06,ghz_star,12,1,11,38,11,3.4545454545454546
line_27,r06,ghz_star,12,1,22,38,11,3.4545454545454546
line_27,r06,ghz_star,12,1,33,38,11,3.4545454545454546
line_27,r06,ghz_star,12,1,44,38,11,3.4545454545454546
line_27,r06,ghz_star,12,1,55,38,11,3.4545454545454546
line_27,r06,ghz_star,12,3,11,20,11,1.8181818181818181
line_27,r06,ghz_star,12,3,22,24,11,2.1818181818181817
line_27,r06,ghz_star,12,3,33,20,11,1.8181818181818181
line_27,r06,ghz_star,12,3,44,20,11,1.8181818181818181
line_27,r06,ghz_star,12,3,55,20,11,1.8181818181818181
line_27,r06,ghz_star,16,0,11,230,15,15.333333333333334
line_27,r06,ghz_star,16,0,22,270,15,18.0
line_27,r06,ghz_star,16,0,33,276,15,18.4
line_27,r06,ghz_star,16,0,44,279,15,18.6
line_27,r06,ghz_star,16,0,55,245,15,16.333333333333332
line_27,r06,ghz_star,16,1,11,54,15,3.6
line_27,r06,ghz_star,16,1,22,54,15,3.6
line_27,r06,ghz_star,16,1,33,54,15,3.6
line_27,r06,ghz_star,16,1,44,54,15,3.6
line_27,r06,ghz_star,16,1,55,54,15,3.6
line_27,r06,ghz_star,16,3,11,28,15,1.8666666666666667
line_27,r06,ghz_star,16,3,22,28,15,1.8666666666666667
line_27,r06,ghz_star,16,3,33,28,15,1.8666666666666667
line_27,r06,ghz_star,16,3,44,28,15,1.8666666666666667
line_27,r06,ghz_star,16,3,55,28,15,1.8666666666666667
line_27,r06,ghz_star,20,0,11,297,19,15.631578947368421
line_27,r06,ghz_star,20,0,22,355,19,18.68421052631579
line_27,r06,ghz_star,20,0,33,346,19,18.210526315789473
line_27,r06,ghz_star,20,0,44,337,19,17.736842105263158
line_27,r06,ghz_star,20,0,55,297,19,15.631578947368421
line_27,r06,ghz_star,20,1,11,70,19,3.6842105263157894
line_27,r06,ghz_star,20,1,22,70,19,3.6842105263157894
line_27,r06,ghz_star,20,1,33,70,19,3.6842105263157894
line_27,r06,ghz_star,20,1,44,70,19,3.6842105263157894
line_27,r06,ghz_star,20,1,55,70,19,3.6842105263157894
line_27,r06,ghz_star,20,3,11,40,19,2.1052631578947367
line_27,r06,ghz_star,20,3,22,40,19,2.1052631578947367
line_27,r06,ghz_star,20,3,33,36,19,1.894736842105263
line_27,r06,ghz_star,20,3,44,36,19,1.894736842105263
line_27,r06,ghz_star,20,3,55,36,19,1.894736842105263
line_27,r06,ghz_star,24,0,11,373,23,16.217391304347824
line_27,r06,ghz_star,24,0,22,407,23,17.695652173913043
line_27,r06,ghz_star,24,0,33,398,23,17.304347826086957
line_27,r06,ghz_star,24,0,44,400,23,17.391304347826086
line_27,r06,ghz_star,24,0,55,355,23,15.434782608695652
line_27,r06,ghz_star,24,1,11,86,23,3.739130434782609
line_27,r06,ghz_star,24,1,22,86,23,3.739130434782609
line_27,r06,ghz_star,24,1,33,86,23,3.739130434782609
line_27,r06,ghz_star,24,1,44,86,23,3.739130434782609
line_27,r06,ghz_star,24,1,55,86,23,3.739130434782609
line_27,r06,ghz_star,24,3,11,48,23,2.0869565217391304
line_27,r06,ghz_star,24,3,22,48,23,2.0869565217391304
line_27,r06,ghz_star,24,3,33,48,23,2.0869565217391304
line_27,r06,ghz_star,24,3,44,48,23,2.0869565217391304
line_27,r06,ghz_star,24,3,55,48,23,2.0869565217391304
line_27,r06,efficient_su2,4,0,11,63,8,7.875
line_27,r06,efficient_su2,4,0,22,103,8,12.875
line_27,r06,efficient_su2,4,0,33,103,8,12.875
line_27,r06,efficient_su2,4,0,44,92,8,11.5
line_27,r06,efficient_su2,4,0,55,79,8,9.875
line_27,r06,efficient_su2,4,1,11,18,8,2.25
line_27,r06,efficient_su2,4,1,22,17,8,2.125
line_27,r06,efficient_su2,4,1,33,17,8,2.125
line_27,r06,efficient_su2,4,1,44,16,8,2.0
line_27,r06,efficient_su2,4,1,55,16,8,2.0
line_27,r06,efficient_su2,4,3,11,14,8,1.75
line_27,r06,efficient_su2,4,3,22,16,8,2.0
line_27,r06,efficient_su2,4,3,33,14,8,1.75
line_27,r06,efficient_su2,4,3,44,14,8,1.75
line_27,r06,efficient_su2,4,3,55,14,8,1.75
line_27,r06,efficient_su2,8,0,11,181,16,11.3125
line_27,r06,efficient_su2,8,0,22,205,16,12.8125
line_27,r06,efficient_su2,8,0,33,232,16,14.5
line_27,r06,efficient_su2,8,0,44,223,16,13.9375
line_27,r06,efficient_su2,8,0,55,189,16,11.8125
line_27,r06,efficient_su2,8,1,11,50,16,3.125
line_27,r06,efficient_su2,8,1,22,50,16,3.125
line_27,r06,efficient_su2,8,1,33,50,16,3.125
line_27,r06,efficient_su2,8,1,44,50,16,3.125
line_27,r06,efficient_su2,8,1,55,50,16,3.125
line_27,r06,efficient_su2,8,3,11,46,16,2.875
line_27,r06,efficient_su2,8,3,22,46,16,2.875
line_27,r06,efficient_su2,8,3,33,46,16,2.875
line_27,r06,efficient_su2,8,3,44,46,16,2.875
line_27,r06,efficient_su2,8,3,55,46,16,2.875
line_27,r06,efficient_su2,12,0,11,252,24,10.5
line_27,r06,efficient_su2,12,0,22,369,24,15.375
line_27,r06,efficient_su2,12,0,33,305,24,12.708333333333334
line_27,r06,efficient_su2,12,0,44,321,24,13.375
line_27,r06,efficient_su2,12,0,55,343,24,14.291666666666666
line_27,r06,efficient_su2,12,1,11,82,24,3.4166666666666665
line_27,r06,efficient_su2,12,1,22,82,24,3.4166666666666665
line_27,r06,efficient_su2,12,1,33,82,24,3.4166666666666665
line_27,r06,efficient_su2,12,1,44,82,24,3.4166666666666665
line_27,r06,efficient_su2,12,1,55,82,24,3.4166666666666665
line_27,r06,efficient_su2,12,3,11,78,24,3.25
line_27,r06,efficient_su2,12,3,22,78,24,3.25
line_27,r06,efficient_su2,12,3,33,78,24,3.25
line_27,r06,efficient_su2,12,3,44,78,24,3.25
line_27,r06,efficient_su2,12,3,55,78,24,3.25
line_27,r06,efficient_su2,16,0,11,390,32,12.1875
line_27,r06,efficient_su2,16,0,22,500,32,15.625
line_27,r06,efficient_su2,16,0,33,488,32,15.25
line_27,r06,efficient_su2,16,0,44,471,32,14.71875
line_27,r06,efficient_su2,16,0,55,432,32,13.5
line_27,r06,efficient_su2,16,1,11,114,32,3.5625
line_27,r06,efficient_su2,16,1,22,114,32,3.5625
line_27,r06,efficient_su2,16,1,33,114,32,3.5625
line_27,r06,efficient_su2,16,1,44,114,32,3.5625
line_27,r06,efficient_su2,16,1,55,114,32,3.5625
line_27,r06,efficient_su2,16,3,11,110,32,3.4375
line_27,r06,efficient_su2,16,3,22,110,32,3.4375
line_27,r06,efficient_su2,16,3,33,110,32,3.4375
line_27,r06,efficient_su2,16,3,44,110,32,3.4375
line_27,r06,efficient_su2,16,3,55,110,32,3.4375
line_27,r06,efficient_su2,20,0,11,568,40,14.2
line_27,r06,efficient_su2,20,0,22,629,40,15.725
line_27,r06,efficient_su2,20,0,33,604,40,15.1
line_27,r06,efficient_su2,20,0,44,528,40,13.2
line_27,r06,efficient_su2,20,0,55,567,40,14.175
line_27,r06,efficient_su2,20,1,11,146,40,3.65
line_27,r06,efficient_su2,20,1,22,146,40,3.65
line_27,r06,efficient_su2,20,1,33,146,40,3.65
line_27,r06,efficient_su2,20,1,44,146,40,3.65
line_27,r06,efficient_su2,20,1,55,146,40,3.65
line_27,r06,efficient_su2,20,3,11,142,40,3.55
line_27,r06,efficient_su2,20,3,22,142,40,3.55
line_27,r06,efficient_su2,20,3,33,142,40,3.55
line_27,r06,efficient_su2,20,3,44,142,40,3.55
line_27,r06,efficient_su2,20,3,55,142,40,3.55
line_27,r06,efficient_su2,24,0,11,700,48,14.583333333333334
line_27,r06,efficient_su2,24,0,22,753,48,15.6875
line_27,r06,efficient_su2,24,0,33,705,48,14.6875
line_27,r06,efficient_su2,24,0,44,696,48,14.5
line_27,r06,efficient_su2,24,0,55,727,48,15.145833333333334
line_27,r06,efficient_su2,24,1,11,187,48,3.8958333333333335
line_27,r06,efficient_su2,24,1,22,183,48,3.8125
line_27,r06,efficient_su2,24,1,33,183,48,3.8125
line_27,r06,efficient_su2,24,1,44,187,48,3.8958333333333335
line_27,r06,efficient_su2,24,1,55,183,48,3.8125
line_27,r06,efficient_su2,24,3,11,175,48,3.6458333333333335
line_27,r06,efficient_su2,24,3,22,179,48,3.7291666666666665
line_27,r06,efficient_su2,24,3,33,175,48,3.6458333333333335
line_27,r06,efficient_su2,24,3,44,179,48,3.7291666666666665
line_27,r06,efficient_su2,24,3,55,179,48,3.7291666666666665
line_27,r07,qft,4,0,11,52,10,5.2
line_27,r07,qft,4,0,22,73,10,7.3
line_27,r07,qft,4,0,33,73,10,7.3
line_27,r07,qft,4,0,44,55,10,5.5
line_27,r07,qft,4,0,55,68,10,6.8
line_27,r07,qft,4,1,11,19,10,1.9
line_27,r07,qft,4,1,22,19,10,1.9
line_27,r07,qft,4,1,33,19,10,1.9
line_27,r07,qft,4,1,44,19,10,1.9
line_27,r07,qft,4,1,55,19,10,1.9
line_27,r07,qft,4,3,11,15,10,1.5
line_27,r07,qft,4,3,22,17,10,1.7
line_27,r07,qft,4,3,33,17,10,1.7
line_27,r07,qft,4,3,44,15,10,1.5
line_27,r07,qft,4,3,55,15,10,1.5
line_27,r07,qft,8,0,11,168,26,6.461538461538462
line_27,r07,qft,8,0,22,194,26,7.461538461538462
line_27,r07,qft,8,0,33,195,26,7.5
line_27,r07,qft,8,0,44,215,26,8.26923076923077
line_27,r07,qft,8,0,55,185,26,7.115384615384615
line_27,r07,qft,8,1,11,67,26,2.576923076923077
line_27,r07,qft,8,1,22,63,26,2.423076923076923
line_27,r07,qft,8,1,33,70,26,2.6923076923076925
line_27,r07,qft,8,1,44,63,26,2.423076923076923
line_27,r07,qft,8,1,55,69,26,2.6538461538461537
line_27,r07,qft,8,3,11,55,26,2.1153846153846154
line_27,r07,qft,8,3,22,52,26,2.0
line_27,r07,qft,8,3,33,57,26,2.1923076923076925
line_27,r07,qft,8,3,44,49,26,1.8846153846153846
line_27,r07,qft,8,3,55,52,26,2.0
line_27,r07,qft,12,0,11,293,42,6.976190476190476
line_27,r07,qft,12,0,22,293,42,6.976190476190476
line_27,r07,qft,12,0,33,320,42,7.619047619047619
line_27,r07,qft,12,0,44,312,42,7.428571428571429
line_27,r07,qft,12,0,55,312,42,7.428571428571429
line_27,r07,qft,12,1,11,119,42,2.8333333333333335
line_27,r07,qft,12,1,22,115,42,2.738095238095238
line_27,r07,qft,12,1,33,127,42,3.0238095238095237
line_27,r07,qft,12,1,44,115,42,2.738095238095238
line_27,r07,qft,12,1,55,117,42,2.7857142857142856
line_27,r07,qft,12,3,11,91,42,2.1666666666666665
line_27,r07,qft,12,3,22,91,42,2.1666666666666665
line_27,r07,qft,12,3,33,83,42,1.9761904761904763
line_27,r07,qft,12,3,44,97,42,2.3095238095238093
line_27,r07,qft,12,3,55,97,42,2.3095238095238093
line_27,r07,qft,16,0,11,510,58,8.793103448275861
line_27,r07,qft,16,0,22,483,58,8.327586206896552
line_27,r07,qft,16,0,33,509,58,8.775862068965518
line_27,r07,qft,16,0,44,527,58,9.086206896551724
line_27,r07,qft,16,0,55,480,58,8.275862068965518
line_27,r07,qft,16,1,11,177,58,3.0517241379310347
line_27,r07,qft,16,1,22,167,58,2.8793103448275863
line_27,r07,qft,16,1,33,175,58,3.0172413793103448
line_27,r07,qft,16,1,44,163,58,2.810344827586207
line_27,r07,qft,16,1,55,166,58,2.8620689655172415
line_27,r07,qft,16,3,11,135,58,2.3275862068965516
line_27,r07,qft,16,3,22,133,58,2.293103448275862
line_27,r07,qft,16,3,33,135,58,2.3275862068965516
line_27,r07,qft,16,3,44,135,58,2.3275862068965516
line_27,r07,qft,16,3,55,115,58,1.9827586206896552
line_27,r07,qft,20,0,11,615,74,8.31081081081081
line_27,r07,qft,20,0,22,614,74,8.297297297297296
line_27,r07,qft,20,0,33,590,74,7.972972972972973
line_27,r07,qft,20,0,44,690,74,9.324324324324325
line_27,r07,qft,20,0,55,650,74,8.783783783783784
line_27,r07,qft,20,1,11,206,74,2.7837837837837838
line_27,r07,qft,20,1,22,211,74,2.8513513513513513
line_27,r07,qft,20,1,33,219,74,2.9594594594594597
line_27,r07,qft,20,1,44,215,74,2.9054054054054053
line_27,r07,qft,20,1,55,221,74,2.9864864864864864
line_27,r07,qft,20,3,11,152,74,2.054054054054054
line_27,r07,qft,20,3,22,161,74,2.175675675675676
line_27,r07,qft,20,3,33,171,74,2.310810810810811
line_27,r07,qft,20,3,44,177,74,2.391891891891892
line_27,r07,qft,20,3,55,159,74,2.1486486486486487
line_27,r07,qft,24,0,11,924,90,10.266666666666667
line_27,r07,qft,24,0,22,887,90,9.855555555555556
line_27,r07,qft,24,0,33,948,90,10.533333333333333
line_27,r07,qft,24,0,44,863,90,9.588888888888889
line_27,r07,qft,24,0,55,888,90,9.866666666666667
line_27,r07,qft,24,1,11,278,90,3.088888888888889
line_27,r07,qft,24,1,22,284,90,3.1555555555555554
line_27,r07,qft,24,1,33,279,90,3.1
line_27,r07,qft,24,1,44,278,90,3.088888888888889
line_27,r07,qft,24,1,55,247,90,2.7444444444444445
line_27,r07,qft,24,3,11,198,90,2.2
line_27,r07,qft,24,3,22,215,90,2.388888888888889
line_27,r07,qft,24,3,33,225,90,2.5
line_27,r07,qft,24,3,44,196,90,2.1777777777777776
line_27,r07,qft,24,3,55,196,90,2.1777777777777776
line_27,r07,ghz_chain,4,0,11,42,3,14.0
line_27,r07,ghz_chain,4,0,22,39,3,13.0
line_27,r07,ghz_chain,4,0,33,42,3,14.0
line_27,r07,ghz_chain,4,0,44,42,3,14.0
line_27,r07,ghz_chain,4,0,55,45,3,15.0
line_27,r07,ghz_chain,4,1,11,3,3,1.0
line_27,r07,ghz_chain,4,1,22,3,3,1.0
line_27,r07,ghz_chain,4,1,33,3,3,1.0
line_27,r07,ghz_chain,4,1,44,3,3,1.0
line_27,r07,ghz_chain,4,1,55,3,3,1.0
line_27,r07,ghz_chain,4,3,11,3,3,1.0
line_27,r07,ghz_chain,4,3,22,3,3,1.0
line_27,r07,ghz_chain,4,3,33,3,3,1.0
line_27,r07,ghz_chain,4,3,44,3,3,1.0
line_27,r07,ghz_chain,4,3,55,3,3,1.0
line_27,r07,ghz_chain,8,0,11,100,7,14.285714285714286
line_27,r07,ghz_chain,8,0,22,100,7,14.285714285714286
line_27,r07,ghz_chain,8,0,33,106,7,15.142857142857142
line_27,r07,ghz_chain,8,0,44,85,7,12.142857142857142
line_27,r07,ghz_chain,8,0,55,94,7,13.428571428571429
line_27,r07,ghz_chain,8,1,11,7,7,1.0
line_27,r07,ghz_chain,8,1,22,7,7,1.0
line_27,r07,ghz_chain,8,1,33,7,7,1.0
line_27,r07,ghz_chain,8,1,44,7,7,1.0
line_27,r07,ghz_chain,8,1,55,7,7,1.0
line_27,r07,ghz_chain,8,3,11,7,7,1.0
line_27,r07,ghz_chain,8,3,22,7,7,1.0
line_27,r07,ghz_chain,8,3,33,7,7,1.0
line_27,r07,ghz_chain,8,3,44,7,7,1.0
line_27,r07,ghz_chain,8,3,55,7,7,1.0
line_27,r07,ghz_chain,12,0,11,143,11,13.0
line_27,r07,ghz_chain,12,0,22,146,11,13.272727272727273
line_27,r07,ghz_chain,12,0,33,129,11,11.727272727272727
line_27,r07,ghz_chain,12,0,44,134,11,12.181818181818182
line_27,r07,ghz_chain,12,0,55,128,11,11.636363636363637
line_27,r07,ghz_chain,12,1,11,11,11,1.0
line_27,r07,ghz_chain,12,1,22,11,11,1.0
line_27,r07,ghz_chain,12,1,33,11,11,1.0
line_27,r07,ghz_chain,12,1,44,11,11,1.0
line_27,r07,ghz_chain,12,1,55,11,11,1.0
line_27,r07,ghz_chain,12,3,11,11,11,1.0
line_27,r07,ghz_chain,12,3,22,11,11,1.0
line_27,r07,ghz_chain,12,3,33,11,11,1.0
line_27,r07,ghz_chain,12,3,44,11,11,1.0
line_27,r07,ghz_chain,12,3,55,11,11,1.0
line_27,r07,ghz_chain,16,0,11,207,15,13.8
line_27,r07,ghz_chain,16,0,22,228,15,15.2
line_27,r07,ghz_chain,16,0,33,196,15,13.066666666666666
line_27,r07,ghz_chain,16,0,44,207,15,13.8
line_27,r07,ghz_chain,16,0,55,190,15,12.666666666666666
line_27,r07,ghz_chain,16,1,11,15,15,1.0
line_27,r07,ghz_chain,16,1,22,15,15,1.0
line_27,r07,ghz_chain,16,1,33,15,15,1.0
line_27,r07,ghz_chain,16,1,44,15,15,1.0
line_27,r07,ghz_chain,16,1,55,15,15,1.0
line_27,r07,ghz_chain,16,3,11,15,15,1.0
line_27,r07,ghz_chain,16,3,22,15,15,1.0
line_27,r07,ghz_chain,16,3,33,15,15,1.0
line_27,r07,ghz_chain,16,3,44,15,15,1.0
line_27,r07,ghz_chain,16,3,55,15,15,1.0
line_27,r07,ghz_chain,20,0,11,289,19,15.210526315789474
line_27,r07,ghz_chain,20,0,22,286,19,15.052631578947368
line_27,r07,ghz_chain,20,0,33,263,19,13.842105263157896
line_27,r07,ghz_chain,20,0,44,283,19,14.894736842105264
line_27,r07,ghz_chain,20,0,55,289,19,15.210526315789474
line_27,r07,ghz_chain,20,1,11,19,19,1.0
line_27,r07,ghz_chain,20,1,22,19,19,1.0
line_27,r07,ghz_chain,20,1,33,19,19,1.0
line_27,r07,ghz_chain,20,1,44,19,19,1.0
line_27,r07,ghz_chain,20,1,55,19,19,1.0
line_27,r07,ghz_chain,20,3,11,19,19,1.0
line_27,r07,ghz_chain,20,3,22,19,19,1.0
line_27,r07,ghz_chain,20,3,33,19,19,1.0
line_27,r07,ghz_chain,20,3,44,19,19,1.0
line_27,r07,ghz_chain,20,3,55,19,19,1.0
line_27,r07,ghz_chain,24,0,11,350,23,15.217391304347826
line_27,r07,ghz_chain,24,0,22,377,23,16.391304347826086
line_27,r07,ghz_chain,24,0,33,314,23,13.652173913043478
line_27,r07,ghz_chain,24,0,44,353,23,15.347826086956522
line_27,r07,ghz_chain,24,0,55,344,23,14.956521739130435
line_27,r07,ghz_chain,24,1,11,23,23,1.0
line_27,r07,ghz_chain,24,1,22,23,23,1.0
line_27,r07,ghz_chain,24,1,33,23,23,1.0
line_27,r07,ghz_chain,24,1,44,23,23,1.0
line_27,r07,ghz_chain,24,1,55,23,23,1.0
line_27,r07,ghz_chain,24,3,11,23,23,1.0
line_27,r07,ghz_chain,24,3,22,23,23,1.0
line_27,r07,ghz_chain,24,3,33,23,23,1.0
line_27,r07,ghz_chain,24,3,44,23,23,1.0
line_27,r07,ghz_chain,24,3,55,23,23,1.0
line_27,r07,ghz_star,4,0,11,42,3,14.0
line_27,r07,ghz_star,4,0,22,45,3,15.0
line_27,r07,ghz_star,4,0,33,42,3,14.0
line_27,r07,ghz_star,4,0,44,42,3,14.0
line_27,r07,ghz_star,4,0,55,45,3,15.0
line_27,r07,ghz_star,4,1,11,6,3,2.0
line_27,r07,ghz_star,4,1,22,6,3,2.0
line_27,r07,ghz_star,4,1,33,6,3,2.0
line_27,r07,ghz_star,4,1,44,6,3,2.0
line_27,r07,ghz_star,4,1,55,6,3,2.0
line_27,r07,ghz_star,4,3,11,4,3,1.3333333333333333
line_27,r07,ghz_star,4,3,22,6,3,2.0
line_27,r07,ghz_star,4,3,33,6,3,2.0
line_27,r07,ghz_star,4,3,44,6,3,2.0
line_27,r07,ghz_star,4,3,55,5,3,1.6666666666666667
line_27,r07,ghz_star,8,0,11,97,7,13.857142857142858
line_27,r07,ghz_star,8,0,22,100,7,14.285714285714286
line_27,r07,ghz_star,8,0,33,109,7,15.571428571428571
line_27,r07,ghz_star,8,0,44,103,7,14.714285714285714
line_27,r07,ghz_star,8,0,55,94,7,13.428571428571429
line_27,r07,ghz_star,8,1,11,25,7,3.5714285714285716
line_27,r07,ghz_star,8,1,22,30,7,4.285714285714286
line_27,r07,ghz_star,8,1,33,28,7,4.0
line_27,r07,ghz_star,8,1,44,25,7,3.5714285714285716
line_27,r07,ghz_star,8,1,55,31,7,4.428571428571429
line_27,r07,ghz_star,8,3,11,19,7,2.7142857142857144
line_27,r07,ghz_star,8,3,22,29,7,4.142857142857143
line_27,r07,ghz_star,8,3,33,26,7,3.7142857142857144
line_27,r07,ghz_star,8,3,44,21,7,3.0
line_27,r07,ghz_star,8,3,55,20,7,2.857142857142857
line_27,r07,ghz_star,12,0,11,107,11,9.727272727272727
line_27,r07,ghz_star,12,0,22,148,11,13.454545454545455
line_27,r07,ghz_star,12,0,33,134,11,12.181818181818182
line_27,r07,ghz_star,12,0,44,137,11,12.454545454545455
line_27,r07,ghz_star,12,0,55,128,11,11.636363636363637
line_27,r07,ghz_star,12,1,11,56,11,5.090909090909091
line_27,r07,ghz_star,12,1,22,53,11,4.818181818181818
line_27,r07,ghz_star,12,1,33,68,11,6.181818181818182
line_27,r07,ghz_star,12,1,44,83,11,7.545454545454546
line_27,r07,ghz_star,12,1,55,70,11,6.363636363636363
line_27,r07,ghz_star,12,3,11,46,11,4.181818181818182
line_27,r07,ghz_star,12,3,22,44,11,4.0
line_27,r07,ghz_star,12,3,33,47,11,4.2727272727272725
line_27,r07,ghz_star,12,3,44,41,11,3.727272727272727
line_27,r07,ghz_star,12,3,55,41,11,3.727272727272727
line_27,r07,ghz_star,16,0,11,207,15,13.8
line_27,r07,ghz_star,16,0,22,236,15,15.733333333333333
line_27,r07,ghz_star,16,0,33,189,15,12.6
line_27,r07,ghz_star,16,0,44,210,15,14.0
line_27,r07,ghz_star,16,0,55,189,15,12.6
line_27,r07,ghz_star,16,1,11,99,15,6.6
line_27,r07,ghz_star,16,1,22,102,15,6.8
line_27,r07,ghz_star,16,1,33,83,15,5.533333333333333
line_27,r07,ghz_star,16,1,44,110,15,7.333333333333333
line_27,r07,ghz_star,16,1,55,90,15,6.0
line_27,r07,ghz_star,16,3,11,90,15,6.0
line_27,r07,ghz_star,16,3,22,76,15,5.066666666666666
line_27,r07,ghz_star,16,3,33,65,15,4.333333333333333
line_27,r07,ghz_star,16,3,44,71,15,4.733333333333333
line_27,r07,ghz_star,16,3,55,88,15,5.866666666666666
line_27,r07,ghz_star,20,0,11,289,19,15.210526315789474
line_27,r07,ghz_star,20,0,22,291,19,15.31578947368421
line_27,r07,ghz_star,20,0,33,262,19,13.789473684210526
line_27,r07,ghz_star,20,0,44,283,19,14.894736842105264
line_27,r07,ghz_star,20,0,55,277,19,14.578947368421053
line_27,r07,ghz_star,20,1,11,118,19,6.2105263157894735
line_27,r07,ghz_star,20,1,22,75,19,3.9473684210526314
line_27,r07,ghz_star,20,1,33,116,19,6.105263157894737
line_27,r07,ghz_star,20,1,44,75,19,3.9473684210526314
line_27,r07,ghz_star,20,1,55,126,19,6.631578947368421
line_27,r07,ghz_star,20,3,11,96,19,5.052631578947368
line_27,r07,ghz_star,20,3,22,99,19,5.2105263157894735
line_27,r07,ghz_star,20,3,33,89,19,4.684210526315789
line_27,r07,ghz_star,20,3,44,100,19,5.2631578947368425
line_27,r07,ghz_star,20,3,55,114,19,6.0
line_27,r07,ghz_star,24,0,11,349,23,15.173913043478262
line_27,r07,ghz_star,24,0,22,350,23,15.217391304347826
line_27,r07,ghz_star,24,0,33,308,23,13.391304347826088
line_27,r07,ghz_star,24,0,44,353,23,15.347826086956522
line_27,r07,ghz_star,24,0,55,332,23,14.434782608695652
line_27,r07,ghz_star,24,1,11,139,23,6.043478260869565
line_27,r07,ghz_star,24,1,22,97,23,4.217391304347826
line_27,r07,ghz_star,24,1,33,91,23,3.9565217391304346
line_27,r07,ghz_star,24,1,44,97,23,4.217391304347826
line_27,r07,ghz_star,24,1,55,97,23,4.217391304347826
line_27,r07,ghz_star,24,3,11,111,23,4.826086956521739
line_27,r07,ghz_star,24,3,22,118,23,5.130434782608695
line_27,r07,ghz_star,24,3,33,117,23,5.086956521739131
line_27,r07,ghz_star,24,3,44,120,23,5.217391304347826
line_27,r07,ghz_star,24,3,55,70,23,3.0434782608695654
line_27,r07,efficient_su2,4,0,11,58,8,7.25
line_27,r07,efficient_su2,4,0,22,68,8,8.5
line_27,r07,efficient_su2,4,0,33,76,8,9.5
line_27,r07,efficient_su2,4,0,44,57,8,7.125
line_27,r07,efficient_su2,4,0,55,60,8,7.5
line_27,r07,efficient_su2,4,1,11,17,8,2.125
line_27,r07,efficient_su2,4,1,22,17,8,2.125
line_27,r07,efficient_su2,4,1,33,16,8,2.0
line_27,r07,efficient_su2,4,1,44,16,8,2.0
line_27,r07,efficient_su2,4,1,55,17,8,2.125
line_27,r07,efficient_su2,4,3,11,17,8,2.125
line_27,r07,efficient_su2,4,3,22,16,8,2.0
line_27,r07,efficient_su2,4,3,33,14,8,1.75
line_27,r07,efficient_su2,4,3,44,14,8,1.75
line_27,r07,efficient_su2,4,3,55,14,8,1.75
line_27,r07,efficient_su2,8,0,11,117,16,7.3125
line_27,r07,efficient_su2,8,0,22,172,16,10.75
line_27,r07,efficient_su2,8,0,33,161,16,10.0625
line_27,r07,efficient_su2,8,0,44,150,16,9.375
line_27,r07,efficient_su2,8,0,55,178,16,11.125
line_27,r07,efficient_su2,8,1,11,50,16,3.125
line_27,r07,efficient_su2,8,1,22,50,16,3.125
line_27,r07,efficient_su2,8,1,33,50,16,3.125
line_27,r07,efficient_su2,8,1,44,50,16,3.125
line_27,r07,efficient_su2,8,1,55,50,16,3.125
line_27,r07,efficient_su2,8,3,11,46,16,2.875
line_27,r07,efficient_su2,8,3,22,46,16,2.875
line_27,r07,efficient_su2,8,3,33,46,16,2.875
line_27,r07,efficient_su2,8,3,44,46,16,2.875
line_27,r07,efficient_su2,8,3,55,46,16,2.875
line_27,r07,efficient_su2,12,0,11,243,24,10.125
line_27,r07,efficient_su2,12,0,22,268,24,11.166666666666666
line_27,r07,efficient_su2,12,0,33,254,24,10.583333333333334
line_27,r07,efficient_su2,12,0,44,252,24,10.5
line_27,r07,efficient_su2,12,0,55,231,24,9.625
line_27,r07,efficient_su2,12,1,11,82,24,3.4166666666666665
line_27,r07,efficient_su2,12,1,22,82,24,3.4166666666666665
line_27,r07,efficient_su2,12,1,33,82,24,3.4166666666666665
line_27,r07,efficient_su2,12,1,44,82,24,3.4166666666666665
line_27,r07,efficient_su2,12,1,55,82,24,3.4166666666666665
line_27,r07,efficient_su2,12,3,11,78,24,3.25
line_27,r07,efficient_su2,12,3,22,78,24,3.25
line_27,r07,efficient_su2,12,3,33,78,24,3.25
line_27,r07,efficient_su2,12,3,44,78,24,3.25
line_27,r07,efficient_su2,12,3,55,78,24,3.25
line_27,r07,efficient_su2,16,0,11,397,32,12.40625
line_27,r07,efficient_su2,16,0,22,412,32,12.875
line_27,r07,efficient_su2,16,0,33,336,32,10.5
line_27,r07,efficient_su2,16,0,44,392,32,12.25
