base_topology,labeling_id,circuit_family,logical_qubits,optimization_level,transpiler_seed,output_two_qubit_depth,baseline_two_qubit_depth,two_qubit_depth_penalty
line_27,identity,qft,4,0,11,27,10,2.7
line_27,identity,qft,4,0,22,22,10,2.2
line_27,identity,qft,4,0,33,21,10,2.1
line_27,identity,qft,4,0,44,22,10,2.2
line_27,identity,qft,4,0,55,21,10,2.1
line_27,identity,qft,4,1,11,19,10,1.9
line_27,identity,qft,4,1,22,19,10,1.9
line_27,identity,qft,4,1,33,19,10,1.9
line_27,identity,qft,4,1,44,19,10,1.9
line_27,identity,qft,4,1,55,19,10,1.9
line_27,identity,qft,4,3,11,15,10,1.5
line_27,identity,qft,4,3,22,17,10,1.7
line_27,identity,qft,4,3,33,15,10,1.5
line_27,identity,qft,4,3,44,17,10,1.7
line_27,identity,qft,4,3,55,17,10,1.7
line_27,identity,qft,8,0,11,84,26,3.230769230769231
line_27,identity,qft,8,0,22,83,26,3.1923076923076925
line_27,identity,qft,8,0,33,77,26,2.9615384615384617
line_27,identity,qft,8,0,44,75,26,2.8846153846153846
line_27,identity,qft,8,0,55,77,26,2.9615384615384617
line_27,identity,qft,8,1,11,63,26,2.423076923076923
line_27,identity,qft,8,1,22,68,26,2.6153846153846154
line_27,identity,qft,8,1,33,70,26,2.6923076923076925
line_27,identity,qft,8,1,44,63,26,2.423076923076923
line_27,identity,qft,8,1,55,63,26,2.423076923076923
line_27,identity,qft,8,3,11,52,26,2.0
line_27,identity,qft,8,3,22,52,26,2.0
line_27,identity,qft,8,3,33,57,26,2.1923076923076925
line_27,identity,qft,8,3,44,49,26,1.8846153846153846
line_27,identity,qft,8,3,55,55,26,2.1153846153846154
line_27,identity,qft,12,0,11,148,42,3.5238095238095237
line_27,identity,qft,12,0,22,134,42,3.1904761904761907
line_27,identity,qft,12,0,33,171,42,4.071428571428571
line_27,identity,qft,12,0,44,160,42,3.8095238095238093
line_27,identity,qft,12,0,55,165,42,3.9285714285714284
line_27,identity,qft,12,1,11,119,42,2.8333333333333335
line_27,identity,qft,12,1,22,113,42,2.6904761904761907
line_27,identity,qft,12,1,33,115,42,2.738095238095238
line_27,identity,qft,12,1,44,109,42,2.5952380952380953
line_27,identity,qft,12,1,55,117,42,2.7857142857142856
line_27,identity,qft,12,3,11,91,42,2.1666666666666665
line_27,identity,qft,12,3,22,93,42,2.2142857142857144
line_27,identity,qft,12,3,33,94,42,2.238095238095238
line_27,identity,qft,12,3,44,91,42,2.1666666666666665
line_27,identity,qft,12,3,55,97,42,2.3095238095238093
line_27,identity,qft,16,0,11,224,58,3.8620689655172415
line_27,identity,qft,16,0,22,254,58,4.379310344827586
line_27,identity,qft,16,0,33,253,58,4.362068965517241
line_27,identity,qft,16,0,44,228,58,3.9310344827586206
line_27,identity,qft,16,0,55,225,58,3.8793103448275863
line_27,identity,qft,16,1,11,171,58,2.9482758620689653
line_27,identity,qft,16,1,22,166,58,2.8620689655172415
line_27,identity,qft,16,1,33,173,58,2.9827586206896552
line_27,identity,qft,16,1,44,164,58,2.8275862068965516
line_27,identity,qft,16,1,55,165,58,2.8448275862068964
line_27,identity,qft,16,3,11,133,58,2.293103448275862
line_27,identity,qft,16,3,22,131,58,2.2586206896551726
line_27,identity,qft,16,3,33,125,58,2.1551724137931036
line_27,identity,qft,16,3,44,125,58,2.1551724137931036
line_27,identity,qft,16,3,55,115,58,1.9827586206896552
line_27,identity,qft,20,0,11,296,74,4.0
line_27,identity,qft,20,0,22,303,74,4.094594594594595
line_27,identity,qft,20,0,33,297,74,4.013513513513513
line_27,identity,qft,20,0,44,333,74,4.5
line_27,identity,qft,20,0,55,270,74,3.6486486486486487
line_27,identity,qft,20,1,11,227,74,3.0675675675675675
line_27,identity,qft,20,1,22,211,74,2.8513513513513513
line_27,identity,qft,20,1,33,211,74,2.8513513513513513
line_27,identity,qft,20,1,44,215,74,2.9054054054054053
line_27,identity,qft,20,1,55,223,74,3.0135135135135136
line_27,identity,qft,20,3,11,151,74,2.0405405405405403
line_27,identity,qft,20,3,22,176,74,2.3783783783783785
line_27,identity,qft,20,3,33,177,74,2.391891891891892
line_27,identity,qft,20,3,44,169,74,2.2837837837837838
line_27,identity,qft,20,3,55,152,74,2.054054054054054
line_27,identity,qft,24,0,11,390,90,4.333333333333333
line_27,identity,qft,24,0,22,390,90,4.333333333333333
line_27,identity,qft,24,0,33,427,90,4.7444444444444445
line_27,identity,qft,24,0,44,378,90,4.2
line_27,identity,qft,24,0,55,375,90,4.166666666666667
line_27,identity,qft,24,1,11,278,90,3.088888888888889
line_27,identity,qft,24,1,22,275,90,3.0555555555555554
line_27,identity,qft,24,1,33,267,90,2.966666666666667
line_27,identity,qft,24,1,44,265,90,2.9444444444444446
line_27,identity,qft,24,1,55,253,90,2.811111111111111
line_27,identity,qft,24,3,11,180,90,2.0
line_27,identity,qft,24,3,22,187,90,2.077777777777778
line_27,identity,qft,24,3,33,232,90,2.577777777777778
line_27,identity,qft,24,3,44,215,90,2.388888888888889
line_27,identity,qft,24,3,55,210,90,2.3333333333333335
line_27,identity,ghz_chain,4,0,11,3,3,1.0
line_27,identity,ghz_chain,4,0,22,3,3,1.0
line_27,identity,ghz_chain,4,0,33,3,3,1.0
line_27,identity,ghz_chain,4,0,44,3,3,1.0
line_27,identity,ghz_chain,4,0,55,3,3,1.0
line_27,identity,ghz_chain,4,1,11,3,3,1.0
line_27,identity,ghz_chain,4,1,22,3,3,1.0
line_27,identity,ghz_chain,4,1,33,3,3,1.0
line_27,identity,ghz_chain,4,1,44,3,3,1.0
line_27,identity,ghz_chain,4,1,55,3,3,1.0
line_27,identity,ghz_chain,4,3,11,3,3,1.0
line_27,identity,ghz_chain,4,3,22,3,3,1.0
line_27,identity,ghz_chain,4,3,33,3,3,1.0
line_27,identity,ghz_chain,4,3,44,3,3,1.0
line_27,identity,ghz_chain,4,3,55,3,3,1.0
line_27,identity,ghz_chain,8,0,11,7,7,1.0
line_27,identity,ghz_chain,8,0,22,7,7,1.0
line_27,identity,ghz_chain,8,0,33,7,7,1.0
line_27,identity,ghz_chain,8,0,44,7,7,1.0
line_27,identity,ghz_chain,8,0,55,7,7,1.0
line_27,identity,ghz_chain,8,1,11,7,7,1.0
line_27,identity,ghz_chain,8,1,22,7,7,1.0
line_27,identity,ghz_chain,8,1,33,7,7,1.0
line_27,identity,ghz_chain,8,1,44,7,7,1.0
line_27,identity,ghz_chain,8,1,55,7,7,1.0
line_27,identity,ghz_chain,8,3,11,7,7,1.0
line_27,identity,ghz_chain,8,3,22,7,7,1.0
line_27,identity,ghz_chain,8,3,33,7,7,1.0
line_27,identity,ghz_chain,8,3,44,7,7,1.0
line_27,identity,ghz_chain,8,3,55,7,7,1.0
line_27,identity,ghz_chain,12,0,11,11,11,1.0
line_27,identity,ghz_chain,12,0,22,11,11,1.0
line_27,identity,ghz_chain,12,0,33,11,11,1.0
line_27,identity,ghz_chain,12,0,44,11,11,1.0
line_27,identity,ghz_chain,12,0,55,11,11,1.0
line_27,identity,ghz_chain,12,1,11,11,11,1.0
line_27,identity,ghz_chain,12,1,22,11,11,1.0
line_27,identity,ghz_chain,12,1,33,11,11,1.0
line_27,identity,ghz_chain,12,1,44,11,11,1.0
line_27,identity,ghz_chain,12,1,55,11,11,1.0
line_27,identity,ghz_chain,12,3,11,11,11,1.0
line_27,identity,ghz_chain,12,3,22,11,11,1.0
line_27,identity,ghz_chain,12,3,33,11,11,1.0
line_27,identity,ghz_chain,12,3,44,11,11,1.0
line_27,identity,ghz_chain,12,3,55,11,11,1.0
line_27,identity,ghz_chain,16,0,11,15,15,1.0
line_27,identity,ghz_chain,16,0,22,15,15,1.0
line_27,identity,ghz_chain,16,0,33,15,15,1.0
line_27,identity,ghz_chain,16,0,44,15,15,1.0
line_27,identity,ghz_chain,16,0,55,15,15,1.0
line_27,identity,ghz_chain,16,1,11,15,15,1.0
line_27,identity,ghz_chain,16,1,22,15,15,1.0
line_27,identity,ghz_chain,16,1,33,15,15,1.0
line_27,identity,ghz_chain,16,1,44,15,15,1.0
line_27,identity,ghz_chain,16,1,55,15,15,1.0
line_27,identity,ghz_chain,16,3,11,15,15,1.0
line_27,identity,ghz_chain,16,3,22,15,15,1.0
line_27,identity,ghz_chain,16,3,33,15,15,1.0
line_27,identity,ghz_chain,16,3,44,15,15,1.0
line_27,identity,ghz_chain,16,3,55,15,15,1.0
line_27,identity,ghz_chain,20,0,11,19,19,1.0
line_27,identity,ghz_chain,20,0,22,19,19,1.0
line_27,identity,ghz_chain,20,0,33,19,19,1.0
line_27,identity,ghz_chain,20,0,44,19,19,1.0
line_27,identity,ghz_chain,20,0,55,19,19,1.0
line_27,identity,ghz_chain,20,1,11,19,19,1.0
line_27,identity,ghz_chain,20,1,22,19,19,1.0
line_27,identity,ghz_chain,20,1,33,19,19,1.0
line_27,identity,ghz_chain,20,1,44,19,19,1.0
line_27,identity,ghz_chain,20,1,55,19,19,1.0
line_27,identity,ghz_chain,20,3,11,19,19,1.0
line_27,identity,ghz_chain,20,3,22,19,19,1.0
line_27,identity,ghz_chain,20,3,33,19,19,1.0
line_27,identity,ghz_chain,20,3,44,19,19,1.0
line_27,identity,ghz_chain,20,3,55,19,19,1.0
line_27,identity,ghz_chain,24,0,11,23,23,1.0
line_27,identity,ghz_chain,24,0,22,23,23,1.0
line_27,identity,ghz_chain,24,0,33,23,23,1.0
line_27,identity,ghz_chain,24,0,44,23,23,1.0
line_27,identity,ghz_chain,24,0,55,23,23,1.0
line_27,identity,ghz_chain,24,1,11,23,23,1.0
line_27,identity,ghz_chain,24,1,22,23,23,1.0
line_27,identity,ghz_chain,24,1,33,23,23,1.0
line_27,identity,ghz_chain,24,1,44,23,23,1.0
line_27,identity,ghz_chain,24,1,55,23,23,1.0
line_27,identity,ghz_chain,24,3,11,23,23,1.0
line_27,identity,ghz_chain,24,3,22,23,23,1.0
line_27,identity,ghz_chain,24,3,33,23,23,1.0
line_27,identity,ghz_chain,24,3,44,23,23,1.0
line_27,identity,ghz_chain,24,3,55,23,23,1.0
line_27,identity,ghz_star,4,0,11,9,3,3.0
line_27,identity,ghz_star,4,0,22,9,3,3.0
line_27,identity,ghz_star,4,0,33,9,3,3.0
line_27,identity,ghz_star,4,0,44,9,3,3.0
line_27,identity,ghz_star,4,0,55,9,3,3.0
line_27,identity,ghz_star,4,1,11,6,3,2.0
line_27,identity,ghz_star,4,1,22,6,3,2.0
line_27,identity,ghz_star,4,1,33,6,3,2.0
line_27,identity,ghz_star,4,1,44,6,3,2.0
line_27,identity,ghz_star,4,1,55,6,3,2.0
line_27,identity,ghz_star,4,3,11,4,3,1.3333333333333333
line_27,identity,ghz_star,4,3,22,6,3,2.0
line_27,identity,ghz_star,4,3,33,4,3,1.3333333333333333
line_27,identity,ghz_star,4,3,44,4,3,1.3333333333333333
line_27,identity,ghz_star,4,3,55,5,3,1.6666666666666667
line_27,identity,ghz_star,8,0,11,28,7,4.0
line_27,identity,ghz_star,8,0,22,25,7,3.5714285714285716
line_27,identity,ghz_star,8,0,33,26,7,3.7142857142857144
line_27,identity,ghz_star,8,0,44,25,7,3.5714285714285716
line_27,identity,ghz_star,8,0,55,28,7,4.0
line_27,identity,ghz_star,8,1,11,22,7,3.142857142857143
line_27,identity,ghz_star,8,1,22,22,7,3.142857142857143
line_27,identity,ghz_star,8,1,33,22,7,3.142857142857143
line_27,identity,ghz_star,8,1,44,22,7,3.142857142857143
line_27,identity,ghz_star,8,1,55,22,7,3.142857142857143
line_27,identity,ghz_star,8,3,11,16,7,2.2857142857142856
line_27,identity,ghz_star,8,3,22,12,7,1.7142857142857142
line_27,identity,ghz_star,8,3,33,12,7,1.7142857142857142
line_27,identity,ghz_star,8,3,44,16,7,2.2857142857142856
line_27,identity,ghz_star,8,3,55,12,7,1.7142857142857142
line_27,identity,ghz_star,12,0,11,46,11,4.181818181818182
line_27,identity,ghz_star,12,0,22,44,11,4.0
line_27,identity,ghz_star,12,0,33,44,11,4.0
line_27,identity,ghz_star,12,0,44,44,11,4.0
line_27,identity,ghz_star,12,0,55,50,11,4.545454545454546
line_27,identity,ghz_star,12,1,11,38,11,3.4545454545454546
line_27,identity,ghz_star,12,1,22,38,11,3.4545454545454546
line_27,identity,ghz_star,12,1,33,38,11,3.4545454545454546
line_27,identity,ghz_star,12,1,44,38,11,3.4545454545454546
line_27,identity,ghz_star,12,1,55,38,11,3.4545454545454546
line_27,identity,ghz_star,12,3,11,20,11,1.8181818181818181
line_27,identity,ghz_star,12,3,22,24,11,2.1818181818181817
line_27,identity,ghz_star,12,3,33,20,11,1.8181818181818181
line_27,identity,ghz_star,12,3,44,20,11,1.8181818181818181
line_27,identity,ghz_star,12,3,55,20,11,1.8181818181818181
line_27,identity,ghz_star,16,0,11,68,15,4.533333333333333
line_27,identity,ghz_star,16,0,22,63,15,4.2
line_27,identity,ghz_star,16,0,33,63,15,4.2
line_27,identity,ghz_star,16,0,44,68,15,4.533333333333333
line_27,identity,ghz_star,16,0,55,68,15,4.533333333333333
line_27,identity,ghz_star,16,1,11,54,15,3.6
line_27,identity,ghz_star,16,1,22,54,15,3.6
line_27,identity,ghz_star,16,1,33,54,15,3.6
line_27,identity,ghz_star,16,1,44,54,15,3.6
line_27,identity,ghz_star,16,1,55,54,15,3.6
line_27,identity,ghz_star,16,3,11,28,15,1.8666666666666667
line_27,identity,ghz_star,16,3,22,28,15,1.8666666666666667
line_27,identity,ghz_star,16,3,33,28,15,1.8666666666666667
line_27,identity,ghz_star,16,3,44,28,15,1.8666666666666667
line_27,identity,ghz_star,16,3,55,28,15,1.8666666666666667
line_27,identity,ghz_star,20,0,11,87,19,4.578947368421052
line_27,identity,ghz_star,20,0,22,79,19,4.157894736842105
line_27,identity,ghz_star,20,0,33,79,19,4.157894736842105
line_27,identity,ghz_star,20,0,44,91,19,4.7894736842105265
line_27,identity,ghz_star,20,0,55,89,19,4.684210526315789
line_27,identity,ghz_star,20,1,11,70,19,3.6842105263157894
line_27,identity,ghz_star,20,1,22,70,19,3.6842105263157894
line_27,identity,ghz_star,20,1,33,70,19,3.6842105263157894
line_27,identity,ghz_star,20,1,44,70,19,3.6842105263157894
line_27,identity,ghz_star,20,1,55,70,19,3.6842105263157894
line_27,identity,ghz_star,20,3,11,40,19,2.1052631578947367
line_27,identity,ghz_star,20,3,22,40,19,2.1052631578947367
line_27,identity,ghz_star,20,3,33,36,19,1.894736842105263
line_27,identity,ghz_star,20,3,44,36,19,1.894736842105263
line_27,identity,ghz_star,20,3,55,36,19,1.894736842105263
line_27,identity,ghz_star,24,0,11,103,23,4.478260869565218
line_27,identity,ghz_star,24,0,22,98,23,4.260869565217392
line_27,identity,ghz_star,24,0,33,95,23,4.130434782608695
line_27,identity,ghz_star,24,0,44,107,23,4.6521739130434785
line_27,identity,ghz_star,24,0,55,112,23,4.869565217391305
line_27,identity,ghz_star,24,1,11,86,23,3.739130434782609
line_27,identity,ghz_star,24,1,22,86,23,3.739130434782609
line_27,identity,ghz_star,24,1,33,86,23,3.739130434782609
line_27,identity,ghz_star,24,1,44,86,23,3.739130434782609
line_27,identity,ghz_star,24,1,55,86,23,3.739130434782609
line_27,identity,ghz_star,24,3,11,48,23,2.0869565217391304
line_27,identity,ghz_star,24,3,22,48,23,2.0869565217391304
line_27,identity,ghz_star,24,3,33,48,23,2.0869565217391304
line_27,identity,ghz_star,24,3,44,48,23,2.0869565217391304
line_27,identity,ghz_star,24,3,55,48,23,2.0869565217391304
line_27,identity,efficient_su2,4,0,11,29,8,3.625
line_27,identity,efficient_su2,4,0,22,28,8,3.5
line_27,identity,efficient_su2,4,0,33,27,8,3.375
line_27,identity,efficient_su2,4,0,44,30,8,3.75
line_27,identity,efficient_su2,4,0,55,26,8,3.25
line_27,identity,efficient_su2,4,1,11,18,8,2.25
line_27,identity,efficient_su2,4,1,22,17,8,2.125
line_27,identity,efficient_su2,4,1,33,17,8,2.125
line_27,identity,efficient_su2,4,1,44,17,8,2.125
line_27,identity,efficient_su2,4,1,55,17,8,2.125
line_27,identity,efficient_su2,4,3,11,14,8,1.75
line_27,identity,efficient_su2,4,3,22,16,8,2.0
line_27,identity,efficient_su2,4,3,33,14,8,1.75
line_27,identity,efficient_su2,4,3,44,14,8,1.75
line_27,identity,efficient_su2,4,3,55,14,8,1.75
line_27,identity,efficient_su2,8,0,11,69,16,4.3125
line_27,identity,efficient_su2,8,0,22,69,16,4.3125
line_27,identity,efficient_su2,8,0,33,53,16,3.3125
line_27,identity,efficient_su2,8,0,44,64,16,4.0
line_27,identity,efficient_su2,8,0,55,70,16,4.375
line_27,identity,efficient_su2,8,1,11,50,16,3.125
line_27,identity,efficient_su2,8,1,22,50,16,3.125
line_27,identity,efficient_su2,8,1,33,50,16,3.125
line_27,identity,efficient_su2,8,1,44,50,16,3.125
line_27,identity,efficient_su2,8,1,55,50,16,3.125
line_27,identity,efficient_su2,8,3,11,46,16,2.875
line_27,identity,efficient_su2,8,3,22,46,16,2.875
line_27,identity,efficient_su2,8,3,33,46,16,2.875
line_27,identity,efficient_su2,8,3,44,46,16,2.875
line_27,identity,efficient_su2,8,3,55,46,16,2.875
line_27,identity,efficient_su2,12,0,11,103,24,4.291666666666667
line_27,identity,efficient_su2,12,0,22,103,24,4.291666666666667
line_27,identity,efficient_su2,12,0,33,105,24,4.375
line_27,identity,efficient_su2,12,0,44,102,24,4.25
line_27,identity,efficient_su2,12,0,55,108,24,4.5
line_27,identity,efficient_su2,12,1,11,82,24,3.4166666666666665
line_27,identity,efficient_su2,12,1,22,82,24,3.4166666666666665
line_27,identity,efficient_su2,12,1,33,82,24,3.4166666666666665
line_27,identity,efficient_su2,12,1,44,82,24,3.4166666666666665
line_27,identity,efficient_su2,12,1,55,82,24,3.4166666666666665
line_27,identity,efficient_su2,12,3,11,78,24,3.25
line_27,identity,efficient_su2,12,3,22,78,24,3.25
line_27,identity,efficient_su2,12,3,33,78,24,3.25
line_27,identity,efficient_su2,12,3,44,78,24,3.25
line_27,identity,efficient_su2,12,3,55,78,24,3.25
line_27,identity,efficient_su2,16,0,11,147,32,4.59375
line_27,identity,efficient_su2,16,0,22,131,32,4.09375
line_27,identity,efficient_su2,16,0,33,137,32,4.28125
line_27,identity,efficient_su2,16,0,44,134,32,4.1875
line_27,identity,efficient_su2,16,0,55,132,32,4.125
line_27,identity,efficient_su2,16,1,11,114,32,3.5625
line_27,identity,efficient_su2,16,1,22,114,32,3.5625
line_27,identity,efficient_su2,16,1,33,114,32,3.5625
line_27,identity,efficient_su2,16,1,44,114,32,3.5625
line_27,identity,efficient_su2,16,1,55,114,32,3.5625
line_27,identity,efficient_su2,16,3,11,110,32,3.4375
line_27,identity,efficient_su2,16,3,22,110,32,3.4375
line_27,identity,efficient_su2,16,3,33,110,32,3.4375
line_27,identity,efficient_su2,16,3,44,110,32,3.4375
line_27,identity,efficient_su2,16,3,55,110,32,3.4375
line_27,identity,efficient_su2,20,0,11,179,40,4.475
line_27,identity,efficient_su2,20,0,22,178,40,4.45
line_27,identity,efficient_su2,20,0,33,188,40,4.7
line_27,identity,efficient_su2,20,0,44,169,40,4.225
line_27,identity,efficient_su2,20,0,55,178,40,4.45
line_27,identity,efficient_su2,20,1,11,146,40,3.65
line_27,identity,efficient_su2,20,1,22,146,40,3.65
line_27,identity,efficient_su2,20,1,33,146,40,3.65
line_27,identity,efficient_su2,20,1,44,146,40,3.65
line_27,identity,efficient_su2,20,1,55,146,40,3.65
line_27,identity,efficient_su2,20,3,11,142,40,3.55
line_27,identity,efficient_su2,20,3,22,142,40,3.55
line_27,identity,efficient_su2,20,3,33,142,40,3.55
line_27,identity,efficient_su2,20,3,44,142,40,3.55
line_27,identity,efficient_su2,20,3,55,142,40,3.55
line_27,identity,efficient_su2,24,0,11,197,48,4.104166666666667
line_27,identity,efficient_su2,24,0,22,222,48,4.625
line_27,identity,efficient_su2,24,0,33,222,48,4.625
line_27,identity,efficient_su2,24,0,44,206,48,4.291666666666667
line_27,identity,efficient_su2,24,0,55,219,48,4.5625
line_27,identity,efficient_su2,24,1,11,187,48,3.8958333333333335
line_27,identity,efficient_su2,24,1,22,187,48,3.8958333333333335
line_27,identity,efficient_su2,24,1,33,187,48,3.8958333333333335
line_27,identity,efficient_su2,24,1,44,187,48,3.8958333333333335
line_27,identity,efficient_su2,24,1,55,187,48,3.8958333333333335
line_27,identity,efficient_su2,24,3,11,179,48,3.7291666666666665
line_27,identity,efficient_su2,24,3,22,178,48,3.7083333333333335
line_27,identity,efficient_su2,24,3,33,175,48,3.6458333333333335
line_27,identity,efficient_su2,24,3,44,175,48,3.6458333333333335
line_27,identity,efficient_su2,24,3,55,179,48,3.7291666666666665
line_27,stored,qft,4,0,11,61,10,6.1
line_27,stored,qft,4,0,22,63,10,6.3
line_27,stored,qft,4,0,33,58,10,5.8
line_27,stored,qft,4,0,44,63,10,6.3
line_27,stored,qft,4,0,55,58,10,5.8
line_27,stored,qft,4,1,11,19,10,1.9
line_27,stored,qft,4,1,22,19,10,1.9
line_27,stored,qft,4,1,33,19,10,1.9
line_27,stored,qft,4,1,44,19,10,1.9
line_27,stored,qft,4,1,55,19,10,1.9
line_27,stored,qft,4,3,11,15,10,1.5
line_27,stored,qft,4,3,22,15,10,1.5
line_27,stored,qft,4,3,33,15,10,1.5
line_27,stored,qft,4,3,44,17,10,1.7
line_27,stored,qft,4,3,55,15,10,1.5
line_27,stored,qft,8,0,11,192,26,7.384615384615385
line_27,stored,qft,8,0,22,178,26,6.846153846153846
line_27,stored,qft,8,0,33,174,26,6.6923076923076925
line_27,stored,qft,8,0,44,179,26,6.884615384615385
line_27,stored,qft,8,0,55,187,26,7.1923076923076925
line_27,stored,qft,8,1,11,63,26,2.423076923076923
line_27,stored,qft,8,1,22,68,26,2.6153846153846154
line_27,stored,qft,8,1,33,70,26,2.6923076923076925
line_27,stored,qft,8,1,44,63,26,2.423076923076923
line_27,stored,qft,8,1,55,67,26,2.576923076923077
line_27,stored,qft,8,3,11,52,26,2.0
line_27,stored,qft,8,3,22,49,26,1.8846153846153846
line_27,stored,qft,8,3,33,57,26,2.1923076923076925
line_27,stored,qft,8,3,44,49,26,1.8846153846153846
line_27,stored,qft,8,3,55,55,26,2.1153846153846154
line_27,stored,qft,12,0,11,355,42,8.452380952380953
line_27,stored,qft,12,0,22,303,42,7.214285714285714
line_27,stored,qft,12,0,33,331,42,7.880952380952381
line_27,stored,qft,12,0,44,271,42,6.4523809523809526
line_27,stored,qft,12,0,55,282,42,6.714285714285714
line_27,stored,qft,12,1,11,118,42,2.8095238095238093
line_27,stored,qft,12,1,22,119,42,2.8333333333333335
line_27,stored,qft,12,1,33,115,42,2.738095238095238
line_27,stored,qft,12,1,44,123,42,2.9285714285714284
line_27,stored,qft,12,1,55,117,42,2.7857142857142856
line_27,stored,qft,12,3,11,91,42,2.1666666666666665
line_27,stored,qft,12,3,22,92,42,2.1904761904761907
line_27,stored,qft,12,3,33,91,42,2.1666666666666665
line_27,stored,qft,12,3,44,94,42,2.238095238095238
line_27,stored,qft,12,3,55,97,42,2.3095238095238093
line_27,stored,qft,16,0,11,436,58,7.517241379310345
line_27,stored,qft,16,0,22,487,58,8.39655172413793
line_27,stored,qft,16,0,33,439,58,7.568965517241379
line_27,stored,qft,16,0,44,532,58,9.172413793103448
line_27,stored,qft,16,0,55,471,58,8.120689655172415
line_27,stored,qft,16,1,11,161,58,2.7758620689655173
line_27,stored,qft,16,1,22,175,58,3.0172413793103448
line_27,stored,qft,16,1,33,173,58,2.9827586206896552
line_27,stored,qft,16,1,44,171,58,2.9482758620689653
line_27,stored,qft,16,1,55,171,58,2.9482758620689653
line_27,stored,qft,16,3,11,123,58,2.1206896551724137
line_27,stored,qft,16,3,22,133,58,2.293103448275862
line_27,stored,qft,16,3,33,117,58,2.0172413793103448
line_27,stored,qft,16,3,44,128,58,2.206896551724138
line_27,stored,qft,16,3,55,135,58,2.3275862068965516
line_27,stored,qft,20,0,11,680,74,9.18918918918919
line_27,stored,qft,20,0,22,597,74,8.067567567567568
line_27,stored,qft,20,0,33,513,74,6.9324324324324325
line_27,stored,qft,20,0,44,629,74,8.5
line_27,stored,qft,20,0,55,606,74,8.18918918918919
line_27,stored,qft,20,1,11,214,74,2.891891891891892
line_27,stored,qft,20,1,22,222,74,3.0
line_27,stored,qft,20,1,33,235,74,3.175675675675676
line_27,stored,qft,20,1,44,213,74,2.8783783783783785
line_27,stored,qft,20,1,55,219,74,2.9594594594594597
line_27,stored,qft,20,3,11,169,74,2.2837837837837838
line_27,stored,qft,20,3,22,161,74,2.175675675675676
line_27,stored,qft,20,3,33,159,74,2.1486486486486487
line_27,stored,qft,20,3,44,177,74,2.391891891891892
line_27,stored,qft,20,3,55,166,74,2.2432432432432434
line_27,stored,qft,24,0,11,859,90,9.544444444444444
line_27,stored,qft,24,0,22,838,90,9.311111111111112
line_27,stored,qft,24,0,33,759,90,8.433333333333334
line_27,stored,qft,24,0,44,804,90,8.933333333333334
line_27,stored,qft,24,0,55,820,90,9.11111111111111
line_27,stored,qft,24,1,11,267,90,2.966666666666667
line_27,stored,qft,24,1,22,263,90,2.922222222222222
line_27,stored,qft,24,1,33,280,90,3.111111111111111
line_27,stored,qft,24,1,44,259,90,2.8777777777777778
line_27,stored,qft,24,1,55,261,90,2.9
line_27,stored,qft,24,3,11,215,90,2.388888888888889
line_27,stored,qft,24,3,22,220,90,2.4444444444444446
line_27,stored,qft,24,3,33,217,90,2.411111111111111
line_27,stored,qft,24,3,44,198,90,2.2
line_27,stored,qft,24,3,55,232,90,2.577777777777778
line_27,stored,ghz_chain,4,0,11,47,3,15.666666666666666
line_27,stored,ghz_chain,4,0,22,47,3,15.666666666666666
line_27,stored,ghz_chain,4,0,33,36,3,12.0
line_27,stored,ghz_chain,4,0,44,35,3,11.666666666666666
line_27,stored,ghz_chain,4,0,55,57,3,19.0
line_27,stored,ghz_chain,4,1,11,3,3,1.0
line_27,stored,ghz_chain,4,1,22,3,3,1.0
line_27,stored,ghz_chain,4,1,33,3,3,1.0
line_27,stored,ghz_chain,4,1,44,3,3,1.0
line_27,stored,ghz_chain,4,1,55,3,3,1.0
line_27,stored,ghz_chain,4,3,11,3,3,1.0
line_27,stored,ghz_chain,4,3,22,3,3,1.0
line_27,stored,ghz_chain,4,3,33,3,3,1.0
line_27,stored,ghz_chain,4,3,44,3,3,1.0
line_27,stored,ghz_chain,4,3,55,3,3,1.0
line_27,stored,ghz_chain,8,0,11,81,7,11.571428571428571
line_27,stored,ghz_chain,8,0,22,97,7,13.857142857142858
line_27,stored,ghz_chain,8,0,33,94,7,13.428571428571429
line_27,stored,ghz_chain,8,0,44,106,7,15.142857142857142
line_27,stored,ghz_chain,8,0,55,114,7,16.285714285714285
line_27,stored,ghz_chain,8,1,11,7,7,1.0
line_27,stored,ghz_chain,8,1,22,7,7,1.0
line_27,stored,ghz_chain,8,1,33,7,7,1.0
line_27,stored,ghz_chain,8,1,44,7,7,1.0
line_27,stored,ghz_chain,8,1,55,7,7,1.0
line_27,stored,ghz_chain,8,3,11,7,7,1.0
line_27,stored,ghz_chain,8,3,22,7,7,1.0
line_27,stored,ghz_chain,8,3,33,7,7,1.0
line_27,stored,ghz_chain,8,3,44,7,7,1.0
line_27,stored,ghz_chain,8,3,55,7,7,1.0
line_27,stored,ghz_chain,12,0,11,142,11,12.909090909090908
line_27,stored,ghz_chain,12,0,22,158,11,14.363636363636363
line_27,stored,ghz_chain,12,0,33,164,11,14.909090909090908
line_27,stored,ghz_chain,12,0,44,157,11,14.272727272727273
line_27,stored,ghz_chain,12,0,55,149,11,13.545454545454545
line_27,stored,ghz_chain,12,1,11,11,11,1.0
